,Kasturi Foundry Pvt. Ltd.(UNIT 1),,
,,,SPARE-TS 40B100 I
,,,SPL CHAMFER TOOL DIA 103.0 11° X 210 GPL ZF WG HSG
,,,SPL CHAMFER TOOL DIA 40x15° X 150 GPL ZF WG HSG
,,,SPL COMB U DRILL DIA 19.3/19.7 WITH C'FER X 170 GPL ZF WG HSG
,,,"SPL DAMP BORING BAR OF DIA31.0,OAL-250.0,SHANK-32.0 DRG,NO-09072 ZFWG"
,,,SPL. COMB. ROUGH BORING BAR OF DIA 46.0 / DIA 47.50/ DIA 49.50 WITH CHAMFER 20° WITH BT-50
,,,SPL. COMB. ROUGH BORING BAR OF DIA 54.90 / DIA 63.50/ DIA 91.00 / DIA 124 WITH BT-50
,,,SPL.COMB ROUGHING BORINGBAR OF DIA 52 X 10 X 62 X GPL 260 BT 50 
,,,SPMG 07T308 DG TT9030
,,,SPMG 090408-32000008
,,,SPMX 110408 YG 602
,,,SPOT FACE CUTTER DRIA 30 X 180 GPL ZF WG HSG
,,,SPOT FACE DIA 74.0 X 155 GPL ZF WG HSG
,,,SRF/SC-ST/ 183 PS SC STEP DRILL DIA 7 X SL30 X DIA 9 X OAL 100 X SH DIA 10 TC
,,,SRF/SC-ST/ 184 PS SC STEP DRILL DIA 6.8 X SL14.5 X DIA 10 X OAL 100 X SH DIA 10 TC
,,,SRF/SC-ST/ 185 PS SC STEP DRILL DIA 11 X SL60 X DIA 14 X OAL 120 X SH DIA 10 TC
,,,SRF/SC-ST/ 186 PS SC STEP DRILL DIA 9 X SL70 X DIA 10.5 X OAL 160 X SH DIA 12 TC
,,,SRF/SC-ST/ 188 PS SC STEP DRILL DIA 8 X SL 40 X DIA 12.5 X SL7.3X DIA 16.5 X OAL 120 X SH DIA 18 
,,,SRF/SC-ST/ 189 PS SC STEP DRILL DIA 11.5 X SL70 X OAL 140 X SH DIA 12 TC 
,,,TAP ENORM 1-Z/E TIN LK-M6 X 1 BT EFIB061A.1052
,,,TAP ENORM 1-Z/E TIN LK-M8 X 1.25 BT EFIB061A.1052
,,,TAP M10X1.0 VOP-LW-SFT 2.5P(ZF) T1503373 
,,,TAP M10X1.5 HSS-E TIN-DC-MT T2002958 
,,,TAP M6X1 VPO-LW-SFT T1702938
,,,TAP M8X1.25 HSS-E TIN-DC-MT T2002957 
,,,TCMT 090204 FP4 WPP10G
,,,TCMT 110208 UE 6110
,,,TCMT 16T304 MP WK20CT
,,,TCMT 16T308 K20K 0.000
,,,TCMT 16T308-C25 NC6315
,,,TCMT 16T312 PTN10U
,,,U DRILL DIA 23 X 199 GPL ZF WG HSG
,,,U DRILL DIA 23.1/COUNTER 26.5 WITH C'FER X 186 GPL ZF WG HSG
,,,U DRILL DIA 26.5 X 213 GPL ZF WG HSG
,,,U DRILL DIA 29.5/COUNTER DIA 37 X 175 GPL ZF WG HSG
,,,U DRILL DIA 30.5 WITH C'FER X 192 GPL ZF WG HSG
,,,U DRILL DIA 34.5 WITH COUNTER X 190 GPL ZF WG HSG
,,,U DRILL DIA 36.5 WITHOUT SPL PROFILE C'FER X 170 GPL ZF WG HSG
,HOUSING HYD. LIFT (H2 CRE) UNIT 007215458C01,1st OPERATION,HNHX 1006 ANTN ML TT6030
,,,LOMU150508ER-GH PR1510
,,,R - HNHX 1006 ANTN ML TT6030
,,,R - LOMU150508ER-GH PR1510
,,,R - SNGX 1306 PNTN-W TT 6080
,,,R - SNGX 130608-M SG6800
,,,R - SPARE TS 50C130 I
,,,SNGX 1306 PNTN-W TT 6080
,,,SNGX 130608-M SG6800
,,,SPARE TS 50C130 I
,HOUSING SINGLE CLUTCH - DH ECOLINE 006514389V1,1st OPERATION,HNCF 100610 KCK 15
,,,LNGX 130508 PNFN-W 260
,,,NNMU 200608 ZEN HK MC5020
,,,R - HNCF 100610 KCK 15
,,,R - LNGX 130508 PNFN-W 260
,,,R - NNMU 200608 ZEN HK MC5020
,,,R - SNGX 1306 PNTN-W TT 6080
,,,R - SNGX 1306C08 ZN-M TT 7515
,,,R - SPARE BFTX 03588
,,,R - TCMT 16T308 K20K 0.000
,,,SNGX 1306 PNTN-W TT 6080
,,,SNGX 1306C08 ZN-M TT 7515
,,,SPARE BFTX 03588
,,,TCMT 16T308 K20K 0.000
,HOUSING SINGLE CLUTCH - DH ECOLINE C06514389V1,2nd OPERATION,HNCF 100610 KCK 15
,,,NNMU 200608 ZEN HK MC5020
,,,PS SC DRILL DIA 10.3 X FL60 X OAL 110 T.C DM
,,,PS SC DRILL DIA 20XFL80XOAL120 T.C
,,,PS SC END MILL DIA 25 X FL110 X OAL 160
,,,R - HNCF 100610 KCK 15
,,,R - NNMU 200608 ZEN HK MC5020
,,,R - PS SC DRILL DIA 10.3 X FL60 X OAL 110 T.C DM
,,,R - PS SC DRILL DIA 20XFL80XOAL120 T.C
,,,R - PS SC END MILL DIA 25 X FL110 X OAL 160
,,,R - Rek 2A-H/F IKZ/IKZN TICN 5/16-18 UNC-2BX (H1CT)
,,,R - SNGX 1306 PNTN-W TT 6080
,,,R - SNGX 130608-M SG6800
,,,R - SNGX 1306C08 ZN-M TT 7515
,,,R - SPARE CS5015060T
,,,R - SPARE SO 35124I
,,,R - SPARE-TS 40B100 I
,,,R - SPMG 090408-32000008
,,,R - TAP M10X1.5 WPO-DC-MT T1702639
,,,R - TAP M12X1.75 C VPO-LW-SFT PM T1506978
,,,R - TCMT 16T308 K20K 0.000
,,,R - TCMT 16T312 PTN10U
,,,"R - TORQUE KEY TORX SET TPK01-TX20-5.0, 4BIT "
,,,Rek 2A-H/F IKZ/IKZN TICN 5/16-18 UNC-2BX (H1CT)
,,,SNGX 1306 PNTN-W TT 6080
,,,SNGX 130608-M SG6800
,,,SNGX 1306C08 ZN-M TT 7515
,,,SPARE CS5015060T
,,,SPARE SO 35124I
,,,SPARE-TS 40B100 I
,,,SPMG 090408-32000008
,,,TAP M10X1.5 WPO-DC-MT T1702639
,,,TAP M12X1.75 C VPO-LW-SFT PM T1506978
,,,TCMT 16T308 K20K 0.000
,,,TCMT 16T312 PTN10U
,,,"TORQUE KEY TORX SET TPK01-TX20-5.0, 4BIT "
,HOUSING TRANSMISSION CASE SU55614P21,1ST AND 2ND OPERATION CASTING TO FINISH,R - SHRINK FIT ADAPTOR BT50/T1800 GPL 100 A
,,,"R - SPL COMB BORING BAR OF DIA 34.4/DIA42.0,OAL-192.0,SHANK-32.0,TCH INSERTT- SPMG 090408,AK,DRG,NO-08748 (J D HOUSING)"
,,,"R - SPL COMB U DRILL OF DIA 20.7/DIA34.4,OAL-165.0,SHANK-32.0,INSERT- SPMG 07T308&SPMG 090408,TCH,AK,DRG,NO-08747 (J D HOUSING)"
,,,SHRINK FIT ADAPTOR BT50/T1800 GPL 120 A
,,,"SPL COMB BORING BAR OF DIA 34.4/DIA42.0,OAL-192.0,SHANK-32.0,TCH INSERTT- SPMG 090408,AK,DRG,NO-08748 (J D HOUSING)"
,,,"SPL COMB U DRILL OF DIA 20.7/DIA34.4,OAL-165.0,SHANK-32.0,INSERT- SPMG 07T308&SPMG 090408,TCH,AK,DRG,NO-08747 (J D HOUSING)"
,J/W ARM REAR CASTER FH309200,FULL-FINISH,HNHX 1006 ANTN ML TT6030
,,,PS SC END MILL DIA 25 X FL110 X OAL 160
,,,R - HNHX 1006 ANTN ML TT6030
,,,R - PS SC END MILL DIA 25 X FL110 X OAL 160
,,,R - SCMT 120408 UC 5115
,,,R - SNGX 130608-M SG6800
,,,R - SPMG 090408-32000008
,,,R - TCGT 110204 FL  K10
,,,R - TCMT 16T308 K20K 0.000
,,,SCMT 120408 UC 5115
,,,SNGX 130608-M SG6800
,,,SPMG 090408-32000008
,,,TCGT 110204 FL  K10
,,,TCMT 16T308 K20K 0.000
,J/W BLOCK CYLINDER K19 J3232675S,1st and 2nd OPERATION,
,,,22-1506-6100 TT6030
,,,AOMT 184850 PEER-H VP 20RT
,,,APKT 1204 PER-EM TT 9030
,,,CCMT 120408 MT TT7310
,,,HNCF 100610 KCK 15
,,,MDS0800HX3 PS SC DRILL DIA 8 X 40FL X 78 OAL
,,,PS SC BUR DRILL DIA 22.22XFL140XOAL200XSHDIA20  T.C
,,,PS SC DRILL DIA 4.76 X FL 60 X OAL 105 T.C
,,,R - 22-1506-6100 TT6030
,,,R - AOMT 184850 PEER-H VP 20RT
,,,R - APKT 1204 PER-EM TT 9030
,,,R - CCMT 120408 MT TT7310
,,,R - HNCF 100610 KCK 15
,,,R - MDS0800HX3 PS SC DRILL DIA 8 X 40FL X 78 OAL
,,,R - PS SC BUR DRILL DIA 22.22XFL140XOAL200XSHDIA20  T.C
,,,R - PS SC DRILL DIA 4.76 X FL 60 X OAL 105 T.C
,,,R - SCREW TPS43
,,,R - SDEN 1204 PDEN4WC WBK40U
,,,R - SDEN 1204-WC WBK40U CBN-4 EDGES
,,,R - SDMT 1204 PDR MH WK 15CM
,,,R - SNGN 120412 T00520 SL500
,,,R - SNGX 1506 ANTN-KR TT 6030
,,,R - SNHX 120412 T125-S
,,,R - SNKX 1506 ANTN TT 9030
,,,R - SNMA 120408 TT 7015
,,,R - SPARE CLAMP SCREW 214 80 672
,,,R - SPARE SO 35080I
,,,R - SPMG 090408-32000008
,,,R - TAP 3/8-16 UNC H5 VPO-DC-HT 1005300808
,,,R - TAP 5/8-11 UNC VPO-DC-HT PM T2310950
,,,R - TCMT 090208 MT TT 7310
,,,R - TCMT 110208 UE 6110
,,,R - TCMT 16T302 LF /KC5025
,,,R - TCMT 16T308 K20K 0.000
,,,R - TNMA 160408 UC5115
,,,R - TNMA 160412 UC 5115
,,,R - TPKT 1605 PDTR-HE- TT9080
,,,R - TPKT 1804 PDR-M TT 6030
,,,R - TPKT 220504 TT 8020
,,,R - TPKT 220550-6131 TT8020
,,,R - WCMT 050308 PA120
,,,R - WCMT 06T308 UE 6110
,,,R - WCMX 080412 TT 9030
,,,RESHARP SPMG 140512 DG TT 9030
,,,SCREW TPS43
,,,SDEN 1204 PDEN4WC WBK40U
,,,SDEN 1204-WC WBK40U CBN-4 EDGES
,,,SDMT 1204 PDR MH WK 15CM
,,,SNGN 120412 T00520 SL500
,,,SNGX 1506 ANTN-KR TT 6030
,,,SNHX 120412 T125-S
,,,SNKX 1506 ANTN TT 9030
,,,SNMA 120408 TT 7015
,,,SPARE CLAMP SCREW 214 80 672
,,,SPARE SO 35080I
,,,SPMG 090408-32000008
,,,SPMG 140512 DG TT 9030
,,,TAP 3/8-16 UNC H5 VPO-DC-HT 1005300808
,,,TAP 5/8-11 UNC VPO-DC-HT PM T2310950
,,,TCMT 090208 MT TT 7310
,,,TCMT 110208 UE 6110
,,,TCMT 16T302 LF /KC5025
,,,TCMT 16T308 K20K 0.000
,,,TNMA 160408 UC5115
,,,TNMA 160412 UC 5115
,,,TPKT 1605 PDTR-HE- TT9080
,,,TPKT 1804 PDR-M TT 6030
,,,TPKT 220504 TT 8020
,,,TPKT 220550-6131 TT8020
,,,WCMT 050308 PA120
,,,WCMT 06T308 UE 6110
,,,WCMX 080412 TT 9030
,,3rd and 4th OPERATION,CNMA 120412 UC 5115
,,,PS SC DRILL DIA 13.5X65X110 T.C
,,,R - CNMA 120412 UC 5115
,,,R - PS SC DRILL DIA 13.5X65X110 T.C
,,,R - SOLID CARBIDE THROUGH COOLANT DRILL DIA 25 X FL 130 XOAL 200 X SD 20
,,,R - SPARE SR 14-591
,,,R - SPARE WEDGE 3770915554700
,,,R - WCMX 06T308 YG602
,,,SOLID CARBIDE THROUGH COOLANT DRILL DIA 25 X FL 130 XOAL 200 X SD 20
,,,SPARE SR 14-591
,,,SPARE WEDGE 3770915554700
,,,WCMX 06T308 YG602
KFPLU1|PM|HMC|72,J/W CRANK CASE 8840556636,2nd OPERATION,
,,,3NU TCGW 090204 BN 500
,,,3QP-TPGW 090204 BX480
,,,3QP-TPGW 110308 BX480
,,,BFTX0412IP
,,,CCGT 060204 FL  K10
,,,CCMT 09T308 PA 120
,,,FA2-FASP21 - MBU MAKE MITSUBISHI
,,,FINISH BORING BAR D59-GPL-200 X BT 40 WITHOUT MBU YGD59 (CC 225)
,,,FINISH BORING BAR D90-GPL-100 X BT 40 WITHOUT MBU YGD59 (CC 225)
,,,J/W 3NU TCGW 090204 BN 500
,,,J/W PS SC DRILL DIA 2.5x25x55 - RESHARP
,,,KFPKU1/CC/08 PS SC STEP DRILL DIA2.5 X SL7 X DIA 6 X 105 OAL
,,,KFPLU1/CC/02 PS SC STEP DRILL DIA8.6/9/12 X 40/52/68 X 110 X sh12 TCH drill (Sec dia working)TCH
,,,KFPLU1/CC/05 PS SC STEP DRILL DIA 6.8 X SL23.6 X DIA 10 X 60 X 110 X SH10 (TCH)
,,,KFPLU1/CC/05 PS SC STEP DRILL DIA 6.8 X SL23.6 X DIA10 X 60 X 110 X SH10 (TCH)
,,,KFPLU1/CC/14 PS SC STEP HOIL MILL DIA 10.4 X SL6.5 X DIA14 X FL15 X 80 OAL X Sh14 
,,,MBU FLTA 0902
,,,NNMU 200608 ZEN HK MC5020
,,,PS SC DRILL DIA 2.5x25x55
,,,PS SC DRILL DIA 4XFL30XOAL70
,,,PS SC ENDMILL DIA 3 X FL7 X OAL65 X SH DIA 6
,,,R - 3QP-TPGW 090204 BX480
,,,R - 3QP-TPGW 110308 BX480
,,,R - BFTX0412IP
,,,R - CCGT 060204 FL  K10
,,,R - CCMT 060208 R PA120
,,,R - FA2-FASP21 - MBU MAKE MITSUBISHI
,,,R - FINISH BORING BAR D59-GPL-200 X BT 40 WITHOUT MBU YGD59 (CC 225) 
,,,R - FINISH BORING BAR D90-GPL-100 X BT 40 WITHOUT MBU YGD59 (CC 225) 
,,,R - KFPKU1/CC/08 PS SC STEP DRILL DIA2.5 X SL7 X DIA 6 X 105 OAL
,,,R - KFPLU1/CC/02 PS SC STEP DRILL DIA8.6/9/12 X 40/52/68 X 110 X sh12 TCH drill (Sec dia working)TCH
,,,R - KFPLU1/CC/05 PS SC STEP DRILL DIA 6.8 X SL23.6 X DIA 10 X 60 X 110 X SH10 (TCH)
,,,R - KFPLU1/CC/05 PS SC STEP DRILL DIA 6.8 X SL23.6 X DIA10 X 60 X 110 X SH10 (TCH)
,,,R - KFPLU1/CC/14 PS SC STEP HOIL MILL DIA 10.4 X SL6.5 X DIA14 X FL15 X 80 OAL X Sh14 
,,,R - MBU FLTA 0902
,,,R - NNMU 200608 ZEN HK MC5020
,,,R - PS SC DRILL DIA 4XFL30XOAL70
,,,R - PS SC ENDMILL DIA 3 X FL7 X OAL65 X SH DIA 6
,,,R - SCREW TPS43
,,,R - SEMT 1304 PETR EM TT 6030
,,,R - SNCN 1204 NT00520 SL854C
,,,R - SNGN 120412 BKU 203
,,,R - SNGX 1306 PNTN-W TT 6080
,,,R - SNGX 130608-M SG6800
,,,R - SNGX 1306C08 ZN-M TT 7515
,,,R - SNHX 120412 T125-S BKM620 
,,,R - SNKC 100508 PNTR-MS TT 6030
,,,R - SNMX 1206QNN YG 5020
,,,R - SPARE CS5015060T
,,,R - SPARE DLS 3
,,,R - SPARE SCREW 214 80 687
,,,R - SPARE SCREW -4015 M4 X 11 -SNMX  INSERT 
,,,R - SPARE SO 22050I
,,,R - SPARE SO 35080I
,,,R - SPARE SO 35124I
,,,R - SPARE-TS 40B100 I
,,,R - SRF/SC-ST/ 179 PS SC STEP DRILL DIA 2.4 X SL7.5 X DIA 6 X OAL 80 X SH DIA 6
,,,R - TAP M10X1.0 VOP-LW-SFT 2.5P(ZF) T1503373 
,,,R - TAP M5X0.80
,,,R - TAP M8X1.25 HSS-E TIN-DC-MT T2002957 
,,,R - TAP M8X1.25 WPO-DC-MT PM T1702638
,,,R - TCGT 090204 FL K10
,,,R - TCGW 090204 LSO1015 AS 7500
,,,R - TCMT 090204 FP4 WPP10G
,,,R - TCMT 090204 MT TT7310
,,,R - TCMT 090208 MT TT 7310
,,,R - TCMT 110204 MT TT 7310
,,,R - TCMT 110208 UE 6110
,,,R - TCMT 16T308 CKC1522 
,,,R - TCMT 16T308 K20K 0.000
,,,R - TCMT 16T308-C25 NC6315
,,,R - TCMT 16T312 PTN10U
,,,R - TDG 4.9-17413 TT9030
,,,R - TDT 4.70-1.00 TT 6030
,,,R - TNMA 160408 UC5115
,,,R - TNMG 160408 RK NC 6315
,,,R - TORQUE KEY BIT TPK-B01-TX15-75
,,,R - TORQUE KEY BIT TPK-B01-TX20-75
,,,SCREW TPS43
,,,SEMT 1304 PETR EM TT 6030
,,,SNCN 1204 NT00520 SL854C
,,,SNGN 120412 BKU 203
,,,SNGX 1306 PNTN-W TT 6080
,,,SNGX 130608-M SG6800
,,,SNGX 1306C08 ZN-M TT 7515
,,,SNHX 120412 T125-S BKM620
,,,SNKC 100508 PNTR-MS TT 6030
,,,SNMX 1206QNN YG 5020
,,,SPARE CS5015060T
,,,SPARE DLS 3
,,,SPARE SCREW 214 80 687
,,,SPARE SCREW -4015 M4 X 11 -SNMX  INSERT 
,,,SPARE SO 22050I
,,,SPARE SO 35080I
,,,SPARE SO 35124I
,,,SPARE-TS 40B100 I
,,,SRF/SC-ST/ 179 PS SC STEP DRILL DIA 2.4 X SL7.5 X DIA 6 X OAL 80 X SH DIA 6
,,,TAP M10X1.0 VOP-LW-SFT 2.5P(ZF) T1503373 
,,,TAP M5X0.80
,,,TAP M8X1.25 HSS-E TIN-DC-MT T2002957 
,,,TAP M8X1.25 WPO-DC-MT PM T1702638
,,,TCGT 090204 FL K10
,,,TCGW 090204 LSO1015 AS 7500
,,,TCMT 090204 FP4 WPP10G
,,,TCMT 090204 MT TT7310
,,,TCMT 090208 MT TT 7310
,,,TCMT 110204 MT TT 7310
,,,TCMT 110208 UE 6110
,,,TCMT 16T308 CKC1522 
,,,TCMT 16T308 K20K 0.000
,,,TCMT 16T308-C25 NC6315
,,,TCMT 16T312 PTN10U
,,,TDG 4.9-17413 TT9030
,,,TDT 4.70-1.00 TT 6030
,,,TNMA 160408 UC5115
,,,TNMG 160408 RK NC 6315
,,,TORQUE KEY BIT TPK-B01-TX15-75
,,,TORQUE KEY BIT TPK-B01-TX20-75
,J/W CRANKCASE GP3.001.01.7.PR MACHINING WITH BEARING CAP AND READY FOR HONING,8th And 9th OPERATION ,ADAPTOR BT 50 SLA 20160         
,,,CCGW 060204 FN-FG0 LCPK15X (K1200514)
,,,CCMT 09T308 PA 120
,,,CCMT 120404 MT TT 8115
,,,EDCT 180532PDERLD KC 552M 
,,,HYDROGRIP COLLET DHC 20 - 12 
,,,J/W MDHX1004ZDERGD4W - K110M
,,,J/W PS SC DRILL DIA 12.0xFL160xOAL200 (TC)  RESHARP
,,,LNGX 130508 PNFN-W 260
,,,MDHX1004ZDERGD4W - K110M
,,,ONMU 080612 YG 5020
,,,PS SC DRILL DIA 12XFL110XOAL150
,,,PS SC DRILL DIA 5 X FL 60X OAL 105 T.C
,,,PULL STUD BT 50 SPECIAL
,,,R - ADAPTOR BT 50 SLA 20160         
,,,R - CCGW 060204 FN-FG0 LCPK15X (K1200514)
,,,R - CCMT 060208 R PA120
,,,R - CCMT 120404 MT TT 8115
,,,R - EDCT 180532PDERLD KC 552M 
,,,R - HYDROGRIP COLLET DHC 20 - 12 
,,,R - LNGX 130508 PNFN-W 260
,,,R - ONMU 080612 YG 5020
,,,R - PS SC DRILL DIA 5 X FL 60X OAL 105 T.C
,,,R - PULL STUD BT 50 SPECIAL
,,,R - REKORD A-GG TIALN-T4 M6X1-6HX
,,,R - SNGX 1306C08 ZN-M TT 7515
,,,R - SPARE BFTX 03588
,,,R - TAP M8X1.25 WPO-DC-MT PM T1702638
,,,R - WNEU2006ZEN7C-WK MC 5020
,,,REKORD A-GG TIALN-T4 M6X1-6HX
,,,RESHARP SPMG 110408 TT 9030
,,,SNGX 1306C08 ZN-M TT 7515
,,,SPARE BFTX 03588
,,,SPMG 110408 TT 9030
,,,TAP M8X1.25 WPO-DC-MT PM T1702638
,,,WNEU2006ZEN7C-WK MC 5020
KFPLU1 | PM | HMC | 26,J/W DRUM SUPPORT 2000604284,1st OPERATION,3NU TCGW 110204 SB (1816) BN700 
,,,3NU TCMW 110204SB(1816)BN 700
,,,3NU TCMW 110208SB(1816)BN 700
,,,3QP-TPGW 110308 BX480
,,,ADAPTER BT 50 FMH 40 090 WITH 20° PCD HOLE 
,,,ADAPTOR BT 50 ER 32100 
,,,ADAPTOR BT 50 ER 32160 
,,,ADAPTOR BT 50 ER 32200
,,,ADAPTOR BT 50 ERM 25250
,,,ADAPTOR BT 50 FMH 32100
,,,ADAPTOR BT 50 SLA 25105
,,,ADAPTOR BT 50 SLA 25160
,,,ADAPTOR BT 50 SLA 32105
,,,ADAPTOR BT50 FMH32 200
,,,BC PORT CUTTER DIA 13.09/15.665/25 X FL35 X OAL80 X SD20 WAKER
,,,BT50 FMH 27 160
,,,BT50 FMH22160
,,,BT50 FMH22200
,,,BT50 FMH22250
,,,BT50 FMH27200
,,,CCGT 060204 FL  K10
,,,CENTER CUTTING SPOT FACE DIA 25 SLA GPL 170 BT50 WAKER
,,,CNMG 120408 GH UC5115
,,,COMB ROUGH BORING BAR DIA101.4 X 108.4 FMH32 GPL240 BT50 WAKER
,,,COMB ROUGH BORING BAR DIA139.5 X 141.47 WITH CFER 60° GPL140 BT50 WAKER
,,,COMB ROUGH BORING BAR DIA57.6 X 63.0 X 64.1 WITH CFER 45° SLA GPL255 BT50 WAKER 
,,,COMB ROUGH BORING BAR DIA62.28 X 79.5 WITH CFER 30° FMH27 GPL215 BT50 WAKER
,,,COMB ROUGH BORING BAR DIA79.5 X 85.5 WITH CFER 30° GPL145 BT50 WAKER 
,,,F D-371 HSS-E M8 X 1.25 6H  CIR T.C.H. FUTURAF--002486
,,,F D-376 HSS-E M12 X 1.75 6H  CIR T.C.H. FUTURA F--002512
,,,FINISH BORING BAR DAI63.57 GPL260 BT50 WAKER 
